match_id,home_team,home_team_id,away_team,away_team_id,home_team_wins,away_team_wins,winning_team_id,losing_team_id,game_1_id,game_1_map,game_1_gametype,game_1_lang,game_1_home_score,game_1_away_score,game_1_winning_team,game_1_losing_team,game_2_id,game_2_map,game_2_gametype,game_2_lang,game_2_home_score,game_2_away_score,game_2_winning_team,game_2_losing_team,game_3_id,game_3_map,game_3_gametype,game_3_lang,game_3_home_score,game_3_away_score,game_3_winning_team,game_3_losing_team,game_4_id,game_4_map,game_4_gametype,game_4_lang,game_4_home_score,game_4_away_score,game_4_winning_team,game_4_losing_team,game_5_id,game_5_map,game_5_gametype,game_5_lang,game_5_home_score,game_5_away_score,game_5_winning_team,game_5_losing_team
3590,Minnesota Røkkr,12,OpTic Gaming Los Angeles,14,0,3,14,12,0,Azhir Cave,Hardpoint,en-us,241,250,14,12,1,Arklov Peak,Search and Destroy,en-us,2,6,14,12,2,Hackney Yard,Domination,en-us,157,171,14,12,3,Rammaza,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3585,New York Subliners,13,Los Angeles Guerrillas,11,3,1,13,11,0,Gun Runner,Hardpoint,en-us,250,191,13,11,1,Arklov Peak,Search and Destroy,en-us,3,6,11,13,2,Hackney Yard,Domination,en-us,158,149,13,11,3,St. Petrograd,Hardpoint,en-us,250,187,13,11,4,Gun Runner,Hardpoint,en-us,0,0,0,0
3591,London Royal Ravens,10,OpTic Gaming Los Angeles,14,3,2,10,14,0,Gun Runner,Hardpoint,en-us,250,193,10,14,1,Arklov Peak,Search and Destroy,en-us,6,3,10,14,2,St. Petrograd,Domination,en-us,131,170,14,10,3,Rammaza,Hardpoint,en-us,244,250,14,10,4,Gun Runner,Search and Destroy,en-us,6,1,10,14
3592,Chicago Huntsmen,8,New York Subliners,13,3,1,8,13,0,Rammaza,Hardpoint,en-us,250,209,8,13,1,Gun Runner,Search and Destroy,en-us,6,3,8,13,2,Hackney Yard,Domination,en-us,125,177,13,8,3,Hackney Yard,Hardpoint,en-us,250,201,8,13,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3593,London Royal Ravens,10,Chicago Huntsmen,8,1,3,8,10,0,Rammaza,Hardpoint,en-us,202,250,8,10,1,Arklov Peak,Search and Destroy,en-us,6,2,10,8,2,Gun Runner,Domination,en-us,154,155,8,10,3,Hackney Yard,Hardpoint,en-us,160,250,8,10,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3599,Los Angeles Guerrillas,11,Toronto Ultra,17,3,2,11,17,0,Rammaza,Hardpoint,en-us,250,197,11,17,1,Arklov Peak,Search and Destroy,en-us,6,3,11,17,2,Hackney Yard,Domination,en-us,137,187,17,11,3,Hackney Yard,Hardpoint,en-us,84,250,17,11,4,Gun Runner,Search and Destroy,en-us,6,3,11,17
3594,Seattle Surge,16,Atlanta FaZe,7,2,3,7,16,0,Azhir Cave,Hardpoint,en-us,250,175,16,7,1,Gun Runner,Search and Destroy,en-us,6,5,16,7,2,Hackney Yard,Domination,en-us,123,199,7,16,3,Gun Runner,Hardpoint,en-us,188,250,7,16,4,St. Petrograd,Search and Destroy,en-us,5,6,7,16
3600,Chicago Huntsmen,8,Florida Mutineers,9,2,3,9,8,0,Gun Runner,Hardpoint,en-us,250,239,8,9,1,Arklov Peak,Search and Destroy,en-us,3,6,9,8,2,Hackney Yard,Domination,en-us,146,154,9,8,3,Rammaza,Hardpoint,en-us,250,204,8,9,4,Rammaza,Search and Destroy,en-us,4,6,9,8
3595,Minnesota Røkkr,12,Dallas Empire,6,1,3,6,12,0,Rammaza,Hardpoint,en-us,250,232,12,6,1,St. Petrograd,Search and Destroy,en-us,2,6,6,12,2,St. Petrograd,Domination,en-us,133,177,6,12,3,St. Petrograd,Hardpoint,en-us,185,250,6,12,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3601,Los Angeles Guerrillas,11,Florida Mutineers,9,1,3,9,11,0,Gun Runner,Hardpoint,en-us,222,250,9,11,1,Piccadilly,Search and Destroy,en-us,6,5,11,9,2,St. Petrograd,Domination,en-us,126,177,9,11,3,Rammaza,Hardpoint,en-us,108,250,9,11,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3596,Atlanta FaZe,7,Dallas Empire,6,3,2,7,6,0,Gun Runner,Hardpoint,en-us,139,250,6,7,1,Rammaza,Search and Destroy,en-us,3,6,6,7,2,St. Petrograd,Domination,en-us,180,129,7,6,3,St. Petrograd,Hardpoint,en-us,250,212,7,6,4,Piccadilly,Search and Destroy,en-us,6,2,7,6
3602,Toronto Ultra,17,Chicago Huntsmen,8,0,3,8,17,0,Rammaza,Hardpoint,en-us,245,250,8,17,1,Rammaza,Search and Destroy,en-us,2,6,8,17,2,Gun Runner,Domination,en-us,130,167,8,17,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3597,Seattle Surge,16,Minnesota Røkkr,12,3,2,16,12,0,Azhir Cave,Hardpoint,en-us,217,250,12,16,1,Arklov Peak,Search and Destroy,en-us,2,6,12,16,2,Gun Runner,Domination,en-us,165,155,16,12,3,Hackney Yard,Hardpoint,en-us,250,128,16,12,4,St. Petrograd,Search and Destroy,en-us,6,2,16,12
3603,Los Angeles Guerrillas,11,Chicago Huntsmen,8,3,2,11,8,0,Gun Runner,Hardpoint,en-us,190,250,8,11,1,Arklov Peak,Search and Destroy,en-us,6,1,11,8,2,Hackney Yard,Domination,en-us,149,169,8,11,3,Hackney Yard,Hardpoint,en-us,250,243,11,8,4,Gun Runner,Search and Destroy,en-us,6,4,11,8
3598,Dallas Empire,6,Seattle Surge,16,3,0,6,16,0,Gun Runner,Hardpoint,en-us,250,160,6,16,1,Gun Runner,Search and Destroy,en-us,6,4,6,16,2,Hackney Yard,Domination,en-us,199,120,6,16,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3604,Atlanta FaZe,7,Los Angeles Guerrillas,11,3,2,7,11,0,Gun Runner,Hardpoint,en-us,239,250,11,7,1,Piccadilly,Search and Destroy,en-us,6,5,7,11,2,Hackney Yard,Domination,en-us,132,176,11,7,3,Hackney Yard,Hardpoint,en-us,250,156,7,11,4,Gun Runner,Search and Destroy,en-us,6,4,7,11
3605,Dallas Empire,6,Florida Mutineers,9,2,3,9,6,0,Gun Runner,Hardpoint,en-us,169,250,9,6,1,Gun Runner,Search and Destroy,en-us,6,1,6,9,2,Gun Runner,Domination,en-us,161,129,6,9,3,Rammaza,Hardpoint,en-us,197,250,9,6,4,Rammaza,Search and Destroy,en-us,5,6,9,6
3606,Atlanta FaZe,7,Florida Mutineers,9,1,3,9,7,0,Gun Runner,Hardpoint,en-us,146,250,9,7,1,Arklov Peak,Search and Destroy,en-us,6,1,7,9,2,St. Petrograd,Domination,en-us,132,177,9,7,3,Hackney Yard,Hardpoint,en-us,231,250,9,7,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3607,Paris Legion,15,Florida Mutineers,9,0,3,9,15,0,Rammaza,Hardpoint,en-us,148,250,9,15,1,Rammaza,Search and Destroy,en-us,4,6,9,15,2,Hackney Yard,Domination,en-us,139,160,9,15,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3608,London Royal Ravens,10,Dallas Empire,6,2,3,6,10,0,Gun Runner,Hardpoint,en-us,84,250,6,10,1,Gun Runner,Search and Destroy,en-us,6,2,10,6,2,Gun Runner,Domination,en-us,130,181,6,10,3,St. Petrograd,Hardpoint,en-us,250,229,10,6,4,Piccadilly,Search and Destroy,en-us,2,6,6,10
